,movie,url,vector
227,Labyrinth,http://www.imsdb.com/scripts/Labyrinth.html,"[227, 125, 173, 9, 10, 0, 3, 8, 8, 0, 0, 0, 16, 0, 0, 0, 0, 294, 209, 1, 23, 27, 12, 10, 0, 11, 0, 0, 0, 1, 0, 0, 0, 0]"
228,The Breakfast Club,"http://www.imsdb.com/scripts/Breakfast-Club,-The.html","[115, 43, 74, 14, 23, 2, 0, 16, 19, 0, 7, 0, 1, 0, 1, 0, 0, 33, 65, 1, 3, 0, 5, 3, 0, 12, 0, 0, 0, 2, 0, 0, 0, 0]"
229,Friday the 13th,http://www.imsdb.com/scripts/Friday-the-13th.html,"[123, 42, 97, 1, 21, 7, 2, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 222, 234, 1, 10, 8, 16, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]"
230,Prom Night,http://www.imsdb.com/scripts/Prom-Night.html,"[154, 65, 130, 6, 11, 16, 0, 0, 15, 0, 6, 0, 2, 3, 0, 0, 0, 211, 297, 0, 7, 18, 23, 0, 0, 12, 0, 8, 0, 9, 8, 0, 0, 0]"
231,Gremlins,http://www.imsdb.com/scripts/Gremlins.html,"[360, 68, 243, 9, 29, 6, 1, 5, 7, 0, 10, 0, 4, 4, 1, 0, 0, 67, 68, 1, 0, 14, 7, 1, 0, 14, 0, 1, 0, 0, 3, 1, 0, 0]"
232,Dune,http://www.imsdb.com/scripts/Dune.html,"[231, 75, 181, 10, 15, 9, 12, 0, 29, 1, 12, 0, 3, 0, 0, 2, 0, 85, 83, 0, 2, 7, 4, 5, 0, 109, 0, 6, 0, 3, 6, 0, 0, 0]"
233,Saving Private Ryan,http://www.imsdb.com/scripts/Saving-Private-Ryan.html,"[239, 133, 219, 24, 18, 8, 0, 116, 4, 4, 6, 0, 8, 0, 0, 1, 0, 22, 16, 0, 2, 1, 0, 0, 0, 13, 0, 0, 0, 0, 2, 0, 1, 0]"
234,Blue Velvet,http://www.imsdb.com/scripts/Blue-Velvet.html,"[450, 128, 211, 16, 102, 12, 0, 6, 37, 0, 12, 0, 2, 7, 2, 0, 0, 179, 212, 0, 7, 14, 18, 5, 0, 17, 0, 1, 0, 0, 2, 1, 40, 0]"
235,The Little Mermaid,"http://www.imsdb.com/scripts/Little-Mermaid,-The.html","[60, 26, 18, 4, 5, 9, 0, 2, 8, 0, 0, 0, 0, 0, 0, 0, 0, 54, 54, 0, 2, 4, 28, 5, 0, 0, 0, 6, 0, 3, 1, 0, 0, 0]"
236,Newsies,http://www.imsdb.com/scripts/Newsies.html,"[266, 166, 169, 9, 23, 21, 0, 3, 6, 0, 5, 0, 5, 0, 0, 0, 0, 32, 23, 0, 3, 2, 1, 5, 0, 7, 0, 1, 0, 3, 0, 0, 0, 0]"
237,The Rescuers Down Under,"http://www.imsdb.com/scripts/Rescuers-Down-Under,-The.html","[91, 38, 47, 8, 3, 40, 0, 2, 1, 0, 0, 0, 1, 1, 0, 0, 0, 31, 38, 0, 0, 1, 4, 1, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0]"
238,Indiana Jones and the Temple of Doom,http://www.imsdb.com/scripts/Indiana-Jones-and-the-Temple-of-Doom.html,"[394, 154, 337, 10, 42, 16, 3, 1, 4, 0, 7, 0, 0, 0, 0, 0, 0, 157, 203, 0, 6, 3, 6, 2, 0, 2, 0, 0, 0, 0, 2, 1, 0, 0]"
239,The Addams Family,"http://www.imsdb.com/scripts/Addams-Family,-The.html","[72, 32, 69, 4, 12, 5, 0, 0, 3, 1, 2, 0, 3, 1, 0, 7, 0, 41, 63, 0, 1, 3, 9, 1, 0, 16, 0, 0, 0, 1, 1, 0, 0, 0]"
240,Legend,http://www.imsdb.com/scripts/Legend.html,"[141, 71, 291, 15, 17, 7, 17, 0, 8, 0, 0, 0, 3, 0, 0, 0, 0, 112, 184, 0, 5, 3, 6, 7, 0, 3, 0, 0, 0, 2, 18, 0, 0, 0]"
241,St. Elmo's Fire,http://www.imsdb.com/scripts/St.-Elmo's-Fire.html,"[189, 77, 117, 4, 15, 3, 0, 3, 27, 0, 0, 0, 7, 2, 2, 0, 1, 173, 168, 0, 5, 29, 10, 7, 0, 7, 0, 0, 0, 3, 10, 1, 0, 2]"
242,The Avengers,"http://www.imsdb.com/scripts/Avengers,-The.html","[156, 86, 169, 10, 47, 3, 1, 29, 61, 0, 1, 0, 6, 15, 0, 0, 0, 127, 260, 0, 15, 10, 0, 28, 1, 124, 0, 1, 0, 1, 2, 0, 0, 0]"
243,Blade,http://www.imsdb.com/scripts/Blade.html,"[226, 127, 384, 17, 34, 6, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 135, 185, 0, 10, 17, 9, 0, 0, 13, 0, 0, 0, 0, 1, 0, 0, 0]"
244,The Man Who Knew Too Much,"http://www.imsdb.com/scripts/Man-Who-Knew-Too-Much,-The.html","[564, 258, 346, 24, 83, 30, 0, 18, 6, 0, 11, 0, 0, 14, 0, 0, 0, 248, 303, 2, 14, 37, 9, 9, 4, 9, 0, 0, 0, 0, 38, 0, 0, 0]"
245,Strangers on a Train,http://www.imsdb.com/scripts/Strangers-on-a-Train.html,"[418, 167, 349, 23, 57, 30, 0, 11, 35, 0, 5, 0, 0, 4, 0, 0, 0, 126, 151, 2, 4, 16, 10, 2, 2, 16, 0, 4, 0, 2, 10, 0, 0, 0]"
246,Willow,http://www.imsdb.com/scripts/Willow.html,"[265, 111, 313, 17, 11, 12, 0, 5, 7, 0, 2, 0, 0, 0, 0, 0, 0, 139, 243, 2, 3, 14, 4, 0, 0, 22, 0, 6, 0, 0, 7, 0, 0, 0]"
247,Cube,http://www.imsdb.com/scripts/Cube.html,"[66, 36, 27, 3, 20, 4, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 12, 28, 1, 0, 3, 1, 2, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0]"
248,Broadcast News,http://www.imsdb.com/scripts/Broadcast-News.html,"[391, 141, 206, 24, 33, 9, 0, 5, 17, 0, 9, 0, 2, 1, 1, 0, 0, 251, 214, 0, 15, 50, 4, 0, 0, 0, 0, 1, 0, 0, 14, 0, 0, 0]"
249,A Few Good Men,http://www.imsdb.com/scripts/A-Few-Good-Men.html,"[302, 99, 197, 4, 25, 5, 2, 144, 10, 0, 11, 0, 0, 0, 0, 1, 0, 52, 23, 0, 3, 8, 2, 2, 0, 3, 0, 4, 0, 1, 2, 0, 8, 0]"
250,Rush Hour,http://www.imsdb.com/scripts/Rush-Hour.html,"[338, 87, 227, 12, 11, 5, 0, 2, 2, 2, 3, 0, 0, 1, 0, 0, 0, 70, 121, 0, 1, 6, 3, 4, 0, 4, 0, 1, 0, 4, 6, 0, 0, 3]"
251,Ronin,http://www.imsdb.com/scripts/Ronin.html,"[334, 112, 251, 22, 32, 3, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 65, 77, 0, 4, 7, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
252,The Thing,"http://www.imsdb.com/scripts/Thing,-The.html","[311, 130, 284, 18, 39, 6, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 4, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
253,Edward Scissorhands,http://www.imsdb.com/scripts/Edward-Scissorhands.html,"[93, 58, 18, 3, 16, 2, 0, 1, 7, 0, 4, 0, 0, 1, 0, 0, 0, 29, 16, 0, 0, 18, 10, 3, 0, 2, 0, 3, 11, 0, 1, 0, 0, 0]"
254,Antz,http://www.imsdb.com/scripts/Antz.html,"[132, 71, 110, 11, 3, 3, 0, 17, 2, 0, 3, 0, 1, 1, 0, 0, 0, 49, 67, 0, 6, 3, 5, 0, 0, 3, 0, 0, 0, 0, 4, 0, 0, 0]"
255,Nashville,http://www.imsdb.com/scripts/Nashville.html,"[204, 67, 79, 3, 67, 4, 1, 5, 3, 1, 0, 0, 1, 1, 0, 1, 0, 242, 169, 1, 6, 5, 1, 3, 0, 21, 0, 0, 0, 1, 7, 0, 2, 4]"
256,The Elephant Man,"http://www.imsdb.com/scripts/Elephant-Man,-The.html","[489, 261, 437, 35, 160, 74, 9, 45, 7, 0, 7, 0, 0, 0, 0, 0, 0, 92, 96, 1, 7, 44, 10, 13, 0, 41, 0, 5, 0, 1, 4, 0, 0, 0]"
257,Beloved,http://www.imsdb.com/scripts/Beloved.html,"[278, 103, 129, 8, 67, 26, 9, 15, 2, 0, 6, 0, 5, 2, 0, 0, 7, 534, 712, 3, 23, 44, 56, 26, 0, 40, 2, 14, 1, 11, 3, 0, 0, 0]"
258,Apt Pupil,http://www.imsdb.com/scripts/Apt-Pupil.html,"[567, 188, 418, 25, 57, 70, 0, 2, 15, 4, 21, 1, 0, 1, 0, 0, 4, 40, 44, 1, 1, 8, 12, 0, 0, 15, 0, 1, 0, 2, 6, 0, 1, 0]"
259,Pleasantville,http://www.imsdb.com/scripts/Pleasantville.html,"[379, 155, 302, 7, 14, 30, 0, 0, 12, 0, 4, 0, 8, 1, 0, 0, 0, 232, 321, 0, 6, 12, 16, 3, 0, 20, 0, 2, 0, 10, 2, 1, 0, 0]"
260,Soldier,http://www.imsdb.com/scripts/Soldier.html,"[422, 233, 402, 14, 42, 11, 0, 32, 16, 0, 1, 0, 0, 1, 0, 0, 0, 72, 112, 1, 3, 11, 3, 0, 0, 11, 0, 1, 0, 0, 8, 0, 0, 0]"
261,American History X,http://www.imsdb.com/scripts/American-History-X.html,"[251, 111, 284, 21, 101, 5, 1, 1, 18, 0, 8, 0, 42, 1, 2, 0, 0, 41, 87, 0, 2, 11, 13, 0, 0, 23, 0, 1, 0, 5, 0, 6, 0, 0]"
262,Gods and Monsters,http://www.imsdb.com/scripts/Gods-and-Monsters.html,"[274, 93, 322, 21, 61, 11, 1, 2, 10, 1, 9, 0, 0, 4, 1, 1, 0, 77, 70, 0, 1, 15, 6, 4, 0, 8, 0, 5, 0, 2, 6, 1, 1, 4]"
263,The Siege,"http://www.imsdb.com/scripts/Siege,-The.html","[230, 158, 179, 6, 31, 3, 1, 18, 6, 0, 2, 0, 3, 0, 1, 3, 1, 90, 95, 0, 2, 7, 2, 1, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0]"
264,I Still Know What You Did Last Summer,http://www.imsdb.com/scripts/I-Still-Know-What-You-Did-Last-Summer.html,"[223, 93, 125, 3, 16, 13, 1, 0, 3, 0, 5, 0, 2, 0, 2, 0, 0, 247, 221, 2, 7, 2, 7, 2, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0]"
265,Meet Joe Black,http://www.imsdb.com/scripts/Meet-Joe-Black.html,"[316, 158, 224, 27, 136, 2, 0, 18, 16, 0, 0, 0, 0, 3, 1, 0, 0, 139, 155, 0, 6, 16, 2, 5, 0, 2, 0, 13, 0, 2, 4, 2, 0, 0]"
266,Enemy of the State,http://www.imsdb.com/scripts/Enemy-of-the-State.html,"[239, 77, 156, 6, 45, 2, 3, 21, 4, 0, 5, 0, 0, 0, 0, 0, 0, 30, 37, 0, 0, 8, 0, 2, 0, 2, 0, 0, 0, 0, 21, 0, 0, 0]"
267,King Kong,http://www.imsdb.com/scripts/King-Kong.html,"[323, 120, 296, 21, 13, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 166, 230, 0, 10, 20, 13, 2, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0]"
268,Very Bad Things,http://www.imsdb.com/scripts/Very-Bad-Things.html,"[133, 53, 116, 12, 21, 7, 1, 4, 14, 0, 4, 0, 15, 5, 0, 1, 0, 70, 92, 0, 2, 7, 6, 0, 0, 6, 0, 0, 0, 0, 8, 0, 0, 0]"
269,Shakespeare in Love,http://www.imsdb.com/scripts/Shakespeare-in-Love.html,"[249, 112, 190, 21, 31, 12, 46, 23, 9, 0, 1, 1, 1, 2, 0, 0, 1, 138, 224, 1, 16, 12, 2, 40, 8, 10, 0, 13, 0, 0, 10, 0, 2, 0]"
270,You've Got Mail,http://www.imsdb.com/scripts/You've-Got-Mail.html,"[230, 82, 107, 5, 36, 5, 0, 1, 12, 6, 3, 0, 1, 2, 1, 1, 2, 247, 242, 1, 11, 25, 5, 8, 0, 28, 0, 7, 0, 0, 1, 3, 3, 0]"
271,Mighty Joe Young,http://www.imsdb.com/scripts/Mighty-Joe-Young.html,"[382, 187, 300, 23, 22, 19, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 190, 229, 1, 8, 13, 9, 1, 0, 59, 0, 5, 0, 0, 1, 0, 0, 0]"
272,Stepmom,http://www.imsdb.com/scripts/Stepmom.html,"[189, 88, 114, 4, 13, 16, 1, 0, 9, 0, 5, 0, 4, 2, 0, 0, 0, 374, 480, 2, 9, 17, 15, 1, 0, 28, 0, 14, 0, 8, 3, 1, 0, 0]"
273,Affliction,http://www.imsdb.com/scripts/Affliction.html,"[150, 68, 147, 12, 28, 4, 3, 1, 25, 0, 9, 0, 5, 3, 0, 0, 0, 62, 88, 1, 0, 6, 2, 0, 0, 13, 0, 5, 0, 0, 5, 2, 0, 0]"
274,At First Sight,http://www.imsdb.com/scripts/At-First-Sight.html,"[303, 182, 330, 11, 25, 2, 0, 1, 26, 0, 3, 0, 4, 1, 0, 0, 0, 151, 238, 0, 6, 8, 5, 0, 0, 7, 0, 0, 0, 10, 3, 1, 0, 0]"
275,Peggy Sue Got Married,http://www.imsdb.com/scripts/Peggy-Sue-Got-Married.html,"[123, 61, 68, 3, 36, 7, 1, 6, 15, 7, 3, 0, 0, 2, 4, 0, 0, 167, 225, 1, 11, 17, 17, 6, 0, 23, 3, 9, 0, 3, 7, 1, 0, 0]"
276,Peeping Tom,http://www.imsdb.com/scripts/Peeping-Tom.html,"[438, 142, 281, 10, 67, 67, 0, 45, 18, 0, 1, 0, 0, 0, 1, 0, 0, 247, 344, 1, 9, 12, 31, 3, 5, 19, 0, 2, 0, 0, 1, 2, 0, 0]"
277,Office Space,http://www.imsdb.com/scripts/Office-Space.html,"[142, 35, 42, 1, 36, 2, 0, 4, 0, 0, 2, 0, 0, 0, 0, 0, 0, 17, 13, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]"
278,8MM,http://www.imsdb.com/scripts/8MM.html,"[325, 115, 431, 15, 77, 9, 0, 2, 0, 0, 2, 0, 0, 18, 1, 0, 0, 83, 145, 2, 4, 44, 56, 0, 0, 0, 0, 12, 0, 1, 8, 0, 0, 0]"
279,Pet Sematary,http://www.imsdb.com/scripts/Pet-Sematary.html,"[480, 116, 310, 13, 42, 10, 2, 1, 7, 0, 13, 0, 1, 0, 0, 0, 0, 155, 155, 1, 2, 6, 18, 2, 0, 12, 0, 6, 0, 3, 10, 0, 0, 0]"
280,Pet Sematary II,http://www.imsdb.com/scripts/Pet-Sematary-II.html,"[327, 135, 360, 12, 9, 17, 2, 1, 11, 0, 17, 0, 0, 0, 0, 0, 0, 90, 138, 2, 3, 3, 5, 0, 0, 20, 0, 0, 0, 0, 7, 0, 0, 0]"
281,Logan's Run,http://www.imsdb.com/scripts/Logan's-Run.html,"[237, 103, 200, 12, 162, 1, 0, 0, 6, 0, 3, 0, 0, 4, 0, 0, 0, 69, 124, 1, 4, 48, 1, 1, 0, 12, 0, 0, 0, 0, 4, 0, 0, 0]"
282,Analyze This,http://www.imsdb.com/scripts/Analyze-This.html,"[199, 124, 151, 5, 22, 10, 0, 1, 46, 0, 9, 0, 0, 0, 1, 1, 0, 20, 29, 0, 0, 7, 2, 0, 0, 19, 0, 0, 0, 0, 13, 3, 0, 0]"
283,Cruel Intentions,http://www.imsdb.com/scripts/Cruel-Intentions.html,"[195, 80, 110, 1, 6, 2, 0, 0, 5, 0, 4, 0, 3, 4, 1, 0, 0, 191, 259, 2, 4, 5, 12, 1, 0, 10, 0, 12, 0, 1, 1, 3, 25, 0]"
284,"Lock, Stock and Two Smoking Barrels","http://www.imsdb.com/scripts/Lock,-Stock-and-Two-Smoking-Barrels.html","[206, 52, 164, 11, 41, 20, 2, 3, 5, 0, 19, 0, 3, 0, 0, 0, 0, 10, 10, 0, 1, 0, 4, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
285,The Haunting,"http://www.imsdb.com/scripts/Haunting,-The.html","[189, 94, 94, 9, 16, 1, 0, 0, 1, 0, 0, 0, 0, 2, 1, 0, 0, 389, 442, 1, 27, 10, 5, 0, 0, 22, 1, 1, 0, 0, 4, 1, 0, 0]"
286,The Matrix,"http://www.imsdb.com/scripts/Matrix,-The.html","[348, 127, 289, 18, 48, 12, 0, 4, 0, 0, 0, 0, 2, 0, 0, 0, 0, 79, 66, 1, 3, 10, 3, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
287,10 Things I Hate About You,http://www.imsdb.com/scripts/10-Things-I-Hate-About-You.html,"[221, 94, 114, 6, 16, 12, 1, 2, 1, 1, 0, 0, 3, 0, 6, 1, 0, 197, 297, 1, 5, 2, 22, 2, 0, 3, 1, 1, 0, 23, 0, 0, 0, 0]"
288,Go,http://www.imsdb.com/scripts/Go.html,"[294, 93, 196, 18, 24, 23, 0, 0, 2, 0, 4, 0, 2, 0, 0, 0, 0, 248, 198, 1, 9, 32, 12, 0, 0, 5, 0, 0, 0, 0, 6, 10, 0, 0]"
289,Never Been Kissed,http://www.imsdb.com/scripts/Never-Been-Kissed.html,"[108, 37, 103, 3, 18, 10, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 226, 287, 1, 14, 6, 20, 1, 0, 1, 0, 0, 0, 4, 2, 3, 0, 0]"
290,Life,http://www.imsdb.com/scripts/Life.html,"[229, 106, 312, 15, 111, 20, 0, 8, 8, 0, 9, 2, 2, 1, 0, 2, 0, 52, 38, 0, 1, 8, 10, 2, 0, 2, 0, 4, 0, 3, 7, 2, 0, 0]"
291,Election,http://www.imsdb.com/scripts/Election.html,"[152, 62, 225, 9, 2, 1, 1, 0, 2, 0, 2, 0, 7, 0, 0, 0, 0, 185, 212, 0, 7, 2, 9, 1, 0, 14, 0, 3, 0, 5, 4, 1, 0, 0]"
292,eXistenZ,http://www.imsdb.com/scripts/eXistenZ.html,"[141, 54, 144, 11, 12, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 89, 152, 1, 2, 3, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
293,Entrapment,http://www.imsdb.com/scripts/Entrapment.html,"[370, 94, 243, 11, 20, 2, 0, 2, 1, 1, 0, 0, 0, 1, 0, 0, 0, 365, 380, 4, 11, 11, 10, 4, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
294,The Mummy,"http://www.imsdb.com/scripts/Mummy,-The.html","[266, 197, 343, 17, 19, 2, 1, 3, 3, 0, 3, 0, 7, 0, 0, 0, 0, 94, 159, 1, 5, 1, 11, 2, 0, 3, 0, 1, 0, 9, 0, 1, 0, 0]"
295,Frankenstein,http://www.imsdb.com/scripts/Frankenstein.html,"[372, 161, 443, 38, 59, 17, 0, 5, 53, 34, 3, 0, 11, 2, 0, 0, 0, 117, 195, 3, 11, 10, 3, 6, 1, 17, 0, 2, 0, 4, 7, 0, 0, 0]"
296,The Rocky Horror Picture Show,"http://www.imsdb.com/scripts/Rocky-Horror-Picture-Show,-The.html","[142, 39, 83, 5, 13, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 2, 51, 45, 0, 0, 2, 2, 0, 0, 3, 0, 2, 0, 1, 1, 0, 0, 0]"
297,Notting Hill,http://www.imsdb.com/scripts/Notting-Hill.html,"[181, 50, 68, 5, 31, 3, 1, 10, 0, 0, 1, 0, 2, 0, 6, 0, 0, 152, 104, 1, 2, 8, 22, 1, 1, 3, 2, 0, 0, 2, 2, 1, 0, 0]"
298,Wild Wild West,http://www.imsdb.com/scripts/Wild-Wild-West.html,"[314, 151, 396, 27, 40, 4, 1, 20, 7, 0, 2, 0, 0, 1, 0, 2, 0, 91, 99, 0, 3, 12, 21, 9, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
299,American Pie,http://www.imsdb.com/scripts/American-Pie.html,"[188, 69, 146, 13, 17, 4, 1, 0, 2, 0, 10, 0, 45, 1, 0, 1, 0, 124, 100, 1, 5, 7, 61, 2, 0, 3, 0, 0, 0, 0, 0, 3, 0, 0]"
300,Lake Placid,http://www.imsdb.com/scripts/Lake-Placid.html,"[287, 126, 90, 6, 18, 0, 0, 1, 1, 0, 0, 0, 0, 5, 0, 0, 0, 72, 69, 0, 3, 5, 2, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]"
301,Ghostbusters,http://www.imsdb.com/scripts/Ghostbusters.html,"[62, 21, 70, 1, 5, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0]"
302,Drop Dead Gorgeous,http://www.imsdb.com/scripts/Drop-Dead-Gorgeous.html,"[27, 22, 38, 2, 14, 3, 3, 0, 5, 0, 2, 0, 2, 1, 6, 1, 0, 147, 165, 0, 2, 8, 26, 2, 0, 5, 0, 7, 0, 0, 1, 0, 0, 0]"
303,Mystery Men,http://www.imsdb.com/scripts/Mystery-Men.html,"[236, 144, 252, 14, 31, 89, 0, 0, 9, 0, 4, 0, 7, 2, 0, 0, 0, 80, 88, 0, 1, 6, 4, 6, 0, 29, 1, 3, 0, 0, 2, 2, 0, 0]"
